EnhetNivaa	Nasjonaltkode	Fylkekode	Kommunekode	Organisasjonsnummer	Nasjonalt	Fylke	Kommune	EnhetNavn	2023-24.Alle kjønn.Alle eierformer.Antall lærere
4	I	34	3414	975272982	Hele landet	Innlandet	Nord-Odal	Sand sentralskole	19
3	I	34	3448	3448	Hele landet	Innlandet	Nordre Land	Alle skoler	72
4	I	34	3448	974546353	Hele landet	Innlandet	Nordre Land	Nordre Land kommune 0-24 Torpa barne- og ungdomsskole	22
4	I	34	3448	974546361	Hele landet	Innlandet	Nordre Land	Nordre Land kommune Dokka barne- og ungdomsskole	50
3	I	34	3430	3430	Hele landet	Innlandet	Os	Alle skoler	25
4	I	34	3430	875273582	Hele landet	Innlandet	Os	Os skole	25
3	I	34	3424	3424	Hele landet	Innlandet	Rendalen	Alle skoler	27
4	I	34	3424	874565172	Hele landet	Innlandet	Rendalen	Berger skole	10
4	I	34	3424	973681737	Hele landet	Innlandet	Rendalen	Fagertun skole	17
3	I	34	3439	3439	Hele landet	Innlandet	Ringebu	Alle skoler	60
4	I	34	3439	975274292	Hele landet	Innlandet	Ringebu	Fåvang skole	17
4	I	34	3439	995677466	Hele landet	Innlandet	Ringebu	Ringebu skole	15
4	I	34	3439	975290611	Hele landet	Innlandet	Ringebu	Ringebu ungdomsskole	17
4	I	34	3439	986124403	Hele landet	Innlandet	Ringebu	Venabygd montessoriskole	11
3	I	34	3411	3411	Hele landet	Innlandet	Ringsaker	Alle skoler	468
4	I	34	3411	975295079	Hele landet	Innlandet	Ringsaker	Brumunddal ungdomsskole	42
4	I	34	3411	875289632	Hele landet	Innlandet	Ringsaker	Brøttum barne- og ungdomsskole	33
4	I	34	3411	975270580	Hele landet	Innlandet	Ringsaker	Fagerlund skole	72
4	I	34	3411	975297403	Hele landet	Innlandet	Ringsaker	Fossen skole 1.-4. skole	8
4	I	34	3411	975270556	Hele landet	Innlandet	Ringsaker	Furnes ungdomsskole	44
4	I	34	3411	875270672	Hele landet	Innlandet	Ringsaker	Gaupen skole	16
4	I	34	3411	975295907	Hele landet	Innlandet	Ringsaker	Hempa skole	16
4	I	34	3411	975270688	Hele landet	Innlandet	Ringsaker	Kirkekretsen skole	13
4	I	34	3411	975270645	Hele landet	Innlandet	Ringsaker	Kirkenær skole	15
4	I	34	3411	975270629	Hele landet	Innlandet	Ringsaker	Kylstad skole	14
4	I	34	3411	975270734	Hele landet	Innlandet	Ringsaker	Lismarka skole	7
4	I	34	3411	919590955	Hele landet	Innlandet	Ringsaker	Moelv skole	37
4	I	34	3411	975294773	Hele landet	Innlandet	Ringsaker	Moelv ungdomsskole	28
4	I	34	3411	975270564	Hele landet	Innlandet	Ringsaker	Mørkved skole	38
4	I	34	3411	992671483	Hele landet	Innlandet	Ringsaker	Nes barneskole	39
4	I	34	3411	875290592	Hele landet	Innlandet	Ringsaker	Nes ungdomsskole	19
4	I	34	3411	975270637	Hele landet	Innlandet	Ringsaker	Stavsberg skole	21
4	I	34	3411	975270742	Hele landet	Innlandet	Ringsaker	Åsen skole	6
3	I	34	3437	3437	Hele landet	Innlandet	Sel	Alle skoler	81
4	I	34	3437	975274470	Hele landet	Innlandet	Sel	Heidal skule	22
4	I	34	3437	975274454	Hele landet	Innlandet	Sel	Otta skole	39
4	I	34	3437	975274462	Hele landet	Innlandet	Sel	Otta ungdomsskole	20
3	I	34	3433	3433	Hele landet	Innlandet	Skjåk	Alle skoler	30
4	I	34	3433	975274624	Hele landet	Innlandet	Skjåk	Skjåk barne- og ungdomsskule	30
3	I	34	3413	3413	Hele landet	Innlandet	Stange	Alle skoler	303
4	I	34	3413	975272958	Hele landet	Innlandet	Stange	Arstad skole	26
4	I	34	3413	975270955	Hele landet	Innlandet	Stange	Breidablikk skole	12
4	I	34	3413	975272974	Hele landet	Innlandet	Stange	Espa skole og barnehage Avd skole	4
4	I	34	3413	973670646	Hele landet	Innlandet	Stange	Helsepedagogisk steinerskole på Hedemarken	23
4	I	34	3413	975267628	Hele landet	Innlandet	Stange	Hoberg skole	37
4	I	34	3413	973677802	Hele landet	Innlandet	Stange	Innlandet Pedagogiske Kompetanse- og Veiledningstjeneste	6
4	I	34	3413	875289152	Hele landet	Innlandet	Stange	Ottestad ungdomsskole	26
4	I	34	3413	975270904	Hele landet	Innlandet	Stange	Romedal ungdomsskole	22
4	I	34	3413	975270947	Hele landet	Innlandet	Stange	Solvin skole	14
4	I	34	3413	975270912	Hele landet	Innlandet	Stange	Stange skole	37
4	I	34	3413	975270920	Hele landet	Innlandet	Stange	Stange ungdomsskole	23
4	I	34	3413	973125508	Hele landet	Innlandet	Stange	Steinerskolen på Hedemarken Avd grunnskolen Ottestad	40
4	I	34	3413	975270963	Hele landet	Innlandet	Stange	Tangen skole	10
4	I	34	3413	975270939	Hele landet	Innlandet	Stange	Vallset skole	13
4	I	34	3413	975289168	Hele landet	Innlandet	Stange	Åsbygda skole	7
3	I	34	3423	3423	Hele landet	Innlandet	Stor-Elvdal	Alle skoler	23
4	I	34	3423	975273431	Hele landet	Innlandet	Stor-Elvdal	Koppang skole	14
4	I	34	3423	875273442	Hele landet	Innlandet	Stor-Elvdal	Stor-Elvdal ungdomsskole	9
3	I	34	3447	3447	Hele landet	Innlandet	Søndre Land	Alle skoler	63
4	I	34	3447	975273768	Hele landet	Innlandet	Søndre Land	Fryal skole	25
4	I	34	3447	992962879	Hele landet	Innlandet	Søndre Land	Land montessoriskole	3
4	I	34	3447	975273792	Hele landet	Innlandet	Søndre Land	Odnes skole	10
4	I	34	3447	975290646	Hele landet	Innlandet	Søndre Land	Søndre Land ungdomsskole	25
3	I	34	3449	3449	Hele landet	Innlandet	Sør-Aurdal	Alle skoler	48
4	I	34	3449	974596547	Hele landet	Innlandet	Sør-Aurdal	Bagn skule	18
4	I	34	3449	974596555	Hele landet	Innlandet	Sør-Aurdal	Hedalen barne- og ungdomsskole	14
4	I	34	3449	974596563	Hele landet	Innlandet	Sør-Aurdal	Sør-Aurdal ungdomsskole	16
3	I	34	3438	3438	Hele landet	Innlandet	Sør-Fron	Alle skoler	44
4	I	34	3438	975274381	Hele landet	Innlandet	Sør-Fron	Harpefoss skule	9
4	I	34	3438	875274392	Hele landet	Innlandet	Sør-Fron	Midtbygda skule	16
4	I	34	3438	975274446	Hele landet	Innlandet	Sør-Fron	Sør-Fron ungdomsskule	19
3	I	34	3415	3415	Hele landet	Innlandet	Sør-Odal	Alle skoler	81
4	I	34	3415	973672770	Hele landet	Innlandet	Sør-Odal	Glommasvingen skole	81
3	I	34	3426	3426	Hele landet	Innlandet	Tolga	Alle skoler	33
4	I	34	3426	975273547	Hele landet	Innlandet	Tolga	Tolga skole	25
4	I	34	3426	975273571	Hele landet	Innlandet	Tolga	Vingelen skole	8
3	I	34	3421	3421	Hele landet	Innlandet	Trysil	Alle skoler	86
4	I	34	3421	975273334	Hele landet	Innlandet	Trysil	Innbygda skole	35
4	I	34	3421	975273385	Hele landet	Innlandet	Trysil	Jordet skole	8
4	I	34	3421	995234181	Hele landet	Innlandet	Trysil	Trysil montessoriskole SA	4
4	I	34	3421	875289942	Hele landet	Innlandet	Trysil	Trysil ungdomsskole	34
4	I	34	3421	975273369	Hele landet	Innlandet	Trysil	Vestre Trysil skole	5
3	I	34	3427	3427	Hele landet	Innlandet	Tynset	Alle skoler	96
4	I	34	3427	974570033	Hele landet	Innlandet	Tynset	Fåset skole og barnehage Avd skole	7
4	I	34	3427	974570041	Hele landet	Innlandet	Tynset	Kvikne skole	9
4	I	34	3427	874570052	Hele landet	Innlandet	Tynset	Tylldalen skole	6
4	I	34	3427	974570068	Hele landet	Innlandet	Tynset	Tynset barneskole	38
4	I	34	3427	974570076	Hele landet	Innlandet	Tynset	Tynset ungdomsskole	36
3	I	34	3454	3454	Hele landet	Innlandet	Vang	Alle skoler	33
4	I	34	3454	974597071	Hele landet	Innlandet	Vang	Vang barne- og ungdomsskule	33
3	I	34	3452	3452	Hele landet	Innlandet	Vestre Slidre	Alle skoler	34
4	I	34	3452	974596946	Hele landet	Innlandet	Vestre Slidre	Vestre Slidre skule	34
3	I	34	3443	3443	Hele landet	Innlandet	Vestre Toten	Alle skoler	154
4	I	34	3443	975274063	Hele landet	Innlandet	Vestre Toten	Bøverbru skole	13
4	I	34	3443	975294943	Hele landet	Innlandet	Vestre Toten	Korta skole	28
4	I	34	3443	975274012	Hele landet	Innlandet	Vestre Toten	Raufoss skole	32
4	I	34	3443	975274020	Hele landet	Innlandet	Vestre Toten	Reinsvoll skole	13
4	I	34	3443	975274055	Hele landet	Innlandet	Vestre Toten	Thune skole	10
4	I	34	3443	922758328	Hele landet	Innlandet	Vestre Toten	Vestre Toten ungdomsskole	58
3	I	34	3435	3435	Hele landet	Innlandet	Vågå	Alle skoler	49
4	I	34	3435	975274527	Hele landet	Innlandet	Vågå	Vågå ungdomsskule	25
4	I	34	3435	975274519	Hele landet	Innlandet	Vågå	Vågåmo skule	24
3	I	34	3419	3419	Hele landet	Innlandet	Våler (Innlandet)	Alle skoler	37
4	I	34	3419	975273210	Hele landet	Innlandet	Våler (Innlandet)	Våler barne- og ungdomsskole	37
3	I	34	3442	3442	Hele landet	Innlandet	Østre Toten	Alle skoler	189
4	I	34	3442	975274144	Hele landet	Innlandet	Østre Toten	Hoffsvangen skole	19
4	I	34	3442	975274152	Hele landet	Innlandet	Østre Toten	Kapp skole	26
4	I	34	3442	975274047	Hele landet	Innlandet	Østre Toten	Kolbu skole	22
4	I	34	3442	875290622	Hele landet	Innlandet	Østre Toten	Lena ungdomsskole	37
4	I	34	3442	875274082	Hele landet	Innlandet	Østre Toten	Nordli skole	8
4	I	34	3442	975290638	Hele landet	Innlandet	Østre Toten	Skreia ungdomsskole	25
4	I	34	3442	975274098	Hele landet	Innlandet	Østre Toten	Stange skole	22
4	I	34	3442	888820132	Hele landet	Innlandet	Østre Toten	Toten montessoriskole	6
4	I	34	3442	975274136	Hele landet	Innlandet	Østre Toten	Totenviken skole	9
4	I	34	3442	975274128	Hele landet	Innlandet	Østre Toten	Vilberg skole	15
3	I	34	3440	3440	Hele landet	Innlandet	Øyer	Alle skoler	71
4	I	34	3440	975274268	Hele landet	Innlandet	Øyer	Aurvoll skole	14
4	I	34	3440	875274252	Hele landet	Innlandet	Øyer	Solvang skole	32
4	I	34	3440	974595761	Hele landet	Innlandet	Øyer	Øyer ungdomsskole	25
3	I	34	3453	3453	Hele landet	Innlandet	Øystre Slidre	Alle skoler	54
4	I	34	3453	976642279	Hele landet	Innlandet	Øystre Slidre	Beitostølen Helsesportsenters Skuleavdeling	2
4	I	34	3453	996388158	Hele landet	Innlandet	Øystre Slidre	Lidar skule	17
4	I	34	3453	975273628	Hele landet	Innlandet	Øystre Slidre	Rogne skule	20
4	I	34	3453	875294792	Hele landet	Innlandet	Øystre Slidre	Øystre Slidre ungdomsskule	15
3	I	34	3422	3422	Hele landet	Innlandet	Åmot	Alle skoler	58
4	I	34	3422	975273415	Hele landet	Innlandet	Åmot	Osen oppvekstsenter Avdeling skole	4
4	I	34	3422	930582662	Hele landet	Innlandet	Åmot	Åmot Barne og ungdomsskole	50
4	I	34	3422	915008607	Hele landet	Innlandet	Åmot	Åmot montessoriskole SA	4
3	I	34	3418	3418	Hele landet	Innlandet	Åsnes	Alle skoler	89
4	I	34	3418	975273164	Hele landet	Innlandet	Åsnes	Flisa skole	30
4	I	34	3418	975273172	Hele landet	Innlandet	Åsnes	Jara skole	8
4	I	34	3418	987919558	Hele landet	Innlandet	Åsnes	Solør montessoriskole	3
4	I	34	3418	975273199	Hele landet	Innlandet	Åsnes	Sønsterud skole	17
4	I	34	3418	975273156	Hele landet	Innlandet	Åsnes	Åsnes ungdomsskole	31
2	I	15	0000	15	Hele landet	Møre og Romsdal	Alle kommuner	Alle skoler	3 693
3	I	15	1547	1547	Hele landet	Møre og Romsdal	Aukra	Alle skoler	65
4	I	15	1547	975289923	Hele landet	Møre og Romsdal	Aukra	Gossen barne- og ungdomsskole Avd skole	37
4	I	15	1547	975283372	Hele landet	Møre og Romsdal	Aukra	Julsundet skole	28
3	I	15	1576	1576	Hele landet	Møre og Romsdal	Aure	Alle skoler	57
4	I	15	1576	975283755	Hele landet	Møre og Romsdal	Aure	Aure barne- og ungdomsskole	41
4	I	15	1576	975282236	Hele landet	Møre og Romsdal	Aure	Tustna barne- og ungdomsskole	16
3	I	15	1554	1554	Hele landet	Møre og Romsdal	Averøy	Alle skoler	89
4	I	15	1554	975292878	Hele landet	Møre og Romsdal	Averøy	Averøy ungdomsskole	33
4	I	15	1554	990258570	Hele landet	Møre og Romsdal	Averøy	Bodalen friskole	7
4	I	15	1554	896850172	Hele landet	Møre og Romsdal	Averøy	Bruhagen barneskole	32
4	I	15	1554	975283550	Hele landet	Møre og Romsdal	Averøy	Kårvåg barneskole	17
3	I	15	1578	1578	Hele landet	Møre og Romsdal	Fjord	Alle skoler	54
4	I	15	1578	975277763	Hele landet	Møre og Romsdal	Fjord	Eidsdal skule	13
4	I	15	1578	974618397	Hele landet	Møre og Romsdal	Fjord	Stordal skule	16
4	I	15	1578	975289354	Hele landet	Møre og Romsdal	Fjord	Valldal skule	25
3	I	15	1532	1532	Hele landet	Møre og Romsdal	Giske	Alle skoler	120
4	I	15	1532	975284034	Hele landet	Møre og Romsdal	Giske	Giske skule	10
4	I	15	1532	975289974	Hele landet	Møre og Romsdal	Giske	Giske ungdomsskule	32
4	I	15	1532	975284042	Hele landet	Møre og Romsdal	Giske	Godøy skule	19
4	I	15	1532	975284026	Hele landet	Møre og Romsdal	Giske	Valderøy barneskule	43
4	I	15	1532	975284050	Hele landet	Møre og Romsdal	Giske	Vigra skule	16
3	I	15	1557	1557	Hele landet	Møre og Romsdal	Gjemnes	Alle skoler	43
4	I	15	1557	974015242	Hele landet	Møre og Romsdal	Gjemnes	Angvik skule	6
4	I	15	1557	975283607	Hele landet	Møre og Romsdal	Gjemnes	Batnfjord skule	28
4	I	15	1557	994486977	Hele landet	Møre og Romsdal	Gjemnes	Torvikbukt skule SA	9
3	I	15	1517	1517	Hele landet	Møre og Romsdal	Hareid	Alle skoler	82
4	I	15	1517	875277472	Hele landet	Møre og Romsdal	Hareid	Bigset skule	10
4	I	15	1517	988427535	Hele landet	Møre og Romsdal	Hareid	Brandal friskule	6
4	I	15	1517	975277461	Hele landet	Møre og Romsdal	Hareid	Hareid skule	24
4	I	15	1517	975290727	Hele landet	Møre og Romsdal	Hareid	Hareid ungdomsskule	31
4	I	15	1517	975277496	Hele landet	Møre og Romsdal	Hareid	Hjørungavåg skule	11
3	I	15	1515	1515	Hele landet	Møre og Romsdal	Herøy (Møre og Romsdal)	Alle skoler	133
4	I	15	1515	974616785	Hele landet	Møre og Romsdal	Herøy (Møre og Romsdal)	Bergsøy skule	25
4	I	15	1515	894907592	Hele landet	Møre og Romsdal	Herøy (Møre og Romsdal)	Einedalen skule	18
4	I	15	1515	974616815	Hele landet	Møre og Romsdal	Herøy (Møre og Romsdal)	Leikanger skule	5
4	I	15	1515	974616831	Hele landet	Møre og Romsdal	Herøy (Møre og Romsdal)	Moltu skule	5
4	I	15	1515	987105941	Hele landet	Møre og Romsdal	Herøy (Møre og Romsdal)	Møre barne- og ungdomsskule	28
4	I	15	1515	974616858	Hele landet	Møre og Romsdal	Herøy (Møre og Romsdal)	Nerlandsøy skule	7
4	I	15	1515	981039548	Hele landet	Møre og Romsdal	Herøy (Møre og Romsdal)	Stokksund barne- og ungdomsskule	16
4	I	15	1515	974616777	Hele landet	Møre og Romsdal	Herøy (Møre og Romsdal)	Ytre Herøy ungdomsskule	29
3	I	15	1579	1579	Hele landet	Møre og Romsdal	Hustadvika	Alle skoler	182
4	I	15	1579	975283488	Hele landet	Møre og Romsdal	Hustadvika	Bud barne- og ungdomsskule	23
4	I	15	1579	975283518	Hele landet	Møre og Romsdal	Hustadvika	Eide barneskole	19
4	I	15	1579	975283542	Hele landet	Møre og Romsdal	Hustadvika	Eide ungdomsskole	22
4	I	15	1579	875283502	Hele landet	Møre og Romsdal	Hustadvika	Fræna ungdomsskule	21
4	I	15	1579	975283496	Hele landet	Møre og Romsdal	Hustadvika	Haukås skole	30
4	I	15	1579	975283402	Hele landet	Møre og Romsdal	Hustadvika	Hustad barne- og ungdomsskule	22
4	I	15	1579	975283453	Hele landet	Møre og Romsdal	Hustadvika	Jendem skole	13
4	I	15	1579	975283534	Hele landet	Møre og Romsdal	Hustadvika	Lyngstad og Vevang skole	11
4	I	15	1579	875283472	Hele landet	Møre og Romsdal	Hustadvika	Sylte og Malme skule	11
4	I	15	1579	975283461	Hele landet	Møre og Romsdal	Hustadvika	Tornes skule	10
3	I	15	1505	1505	Hele landet	Møre og Romsdal	Kristiansund	Alle skoler	254
4	I	15	1505	975277194	Hele landet	Møre og Romsdal	Kristiansund	Allanengen skole	25
4	I	15	1505	975277240	Hele landet	Møre og Romsdal	Kristiansund	Atlanten ungdomsskole	34
4	I	15	1505	975296482	Hele landet	Møre og Romsdal	Kristiansund	Bjerkelund skole	15
4	I	15	1505	929967259	Hele landet	Møre og Romsdal	Kristiansund	Dalabrekka og Goma skole	31
4	I	15	1505	975300293	Hele landet	Møre og Romsdal	Kristiansund	Dale barneskole	26
4	I	15	1505	975283593	Hele landet	Møre og Romsdal	Kristiansund	Frei skole	12
4	I	15	1505	975299155	Hele landet	Møre og Romsdal	Kristiansund	Frei ungdomsskole	28
4	I	15	1505	975277232	Hele landet	Møre og Romsdal	Kristiansund	Innlandet skole	12
4	I	15	1505	979352816	Hele landet	Møre og Romsdal	Kristiansund	Nordlandet barneskole	19
4	I	15	1505	975277259	Hele landet	Møre og Romsdal	Kristiansund	Nordlandet ungdomsskole	36
4	I	15	1505	975283585	Hele landet	Møre og Romsdal	Kristiansund	Rensvik skole	16
3	I	15	1506	1506	Hele landet	Møre og Romsdal	Molde	Alle skoler	396
4	I	15	1506	973994603	Hele landet	Møre og Romsdal	Molde	Bekkevoll ungdomsskole	42
4	I	15	1506	873994592	Hele landet	Møre og Romsdal	Molde	Bergmo ungdomsskole	32
4	I	15	1506	973994646	Hele landet	Møre og Romsdal	Molde	Bolsøya skole	6
4	I	15	1506	975284263	Hele landet	Møre og Romsdal	Molde	Eidsvåg barne- og ungdomsskole	21
4	I	15	1506	975284298	Hele landet	Møre og Romsdal	Molde	Eresfjord barne- og ungdomsskule	8
4	I	15	1506	973994662	Hele landet	Møre og Romsdal	Molde	Kleive oppvekstsenter skole	8
4	I	15	1506	973994735	Hele landet	Møre og Romsdal	Molde	Kvam skole	19
4	I	15	1506	973994689	Hele landet	Møre og Romsdal	Molde	Kviltorp skole	18
4	I	15	1506	973994700	Hele landet	Møre og Romsdal	Molde	Langmyra skole	37
4	I	15	1506	992541458	Hele landet	Møre og Romsdal	Molde	Midsund montessoriskule AS	9
4	I	15	1506	975284328	Hele landet	Møre og Romsdal	Molde	Midsund skule	22
4	I	15	1506	985193495	Hele landet	Møre og Romsdal	Molde	Molde friskole	16
4	I	15	1506	973994697	Hele landet	Møre og Romsdal	Molde	Nordbyen skole	24
4	I	15	1506	973994638	Hele landet	Møre og Romsdal	Molde	Sekken oppvekstsenter skole	4
4	I	15	1506	973994727	Hele landet	Møre og Romsdal	Molde	Sellanrå skole	27
4	I	15	1506	973994581	Hele landet	Møre og Romsdal	Molde	Skjevik barne- og ungdomsskole	20
4	I	15	1506	974574624	Hele landet	Møre og Romsdal	Molde	Tøndergård skole og ressurssenter	22
4	I	15	1506	875284282	Hele landet	Møre og Romsdal	Molde	Vistdal skole	4
4	I	15	1506	973994654	Hele landet	Møre og Romsdal	Molde	Vågsetra barne- og ungdomsskole	35
4	I	15	1506	930050229	Hele landet	Møre og Romsdal	Molde	Årølia skole	22
3	I	15	1539	1539	Hele landet	Møre og Romsdal	Rauma	Alle skoler	106
4	I	15	1539	913837517	Hele landet	Møre og Romsdal	Rauma	Innfjorden friskole SA	6
4	I	15	1539	974747928	Hele landet	Møre og Romsdal	Rauma	Isfjorden skole	21
4	I	15	1539	874747882	Hele landet	Møre og Romsdal	Rauma	Måndalen barne- og ungdomsskule	11
4	I	15	1539	974747960	Hele landet	Møre og Romsdal	Rauma	Åfarnes barne- og ungdomsskole	17
4	I	15	1539	974747839	Hele landet	Møre og Romsdal	Rauma	Åndalsnes barneskole	27
4	I	15	1539	974747952	Hele landet	Møre og Romsdal	Rauma	Åndalsnes ungdomsskole	24
3	I	15	1514	1514	Hele landet	Møre og Romsdal	Sande	Alle skoler	33
4	I	15	1514	875277332	Hele landet	Møre og Romsdal	Sande	Gursken oppvekstsenter Avd skule	17
4	I	15	1514	975277372	Hele landet	Møre og Romsdal	Sande	Kvamsøy barne- og ungdomsskule	6
4	I	15	1514	975277348	Hele landet	Møre og Romsdal	Sande	Larsnes skule	10
3	I	15	1573	1573	Hele landet	Møre og Romsdal	Smøla	Alle skoler	32
4	I	15	1573	919000716	Hele landet	Møre og Romsdal	Smøla	Smøla barneskole	18
4	I	15	1573	994472801	Hele landet	Møre og Romsdal	Smøla	Smøla ungdomsskole	14
3	I	15	1525	1525	Hele landet	Møre og Romsdal	Stranda	Alle skoler	70
4	I	15	1525	974617994	Hele landet	Møre og Romsdal	Stranda	Geiranger skule	5
4	I	15	1525	974617943	Hele landet	Møre og Romsdal	Stranda	Ringstad skule	33
4	I	15	1525	974617951	Hele landet	Møre og Romsdal	Stranda	Stranda ungdomsskule	21
4	I	15	1525	874617962	Hele landet	Møre og Romsdal	Stranda	Sunnylven skule	11
3	I	15	1531	1531	Hele landet	Møre og Romsdal	Sula	Alle skoler	138
4	I	15	1531	875277162	Hele landet	Møre og Romsdal	Sula	Langevåg skule	45
4	I	15	1531	928523683	Hele landet	Møre og Romsdal	Sula	Rørstadmarka skule	22
4	I	15	1531	975277151	Hele landet	Møre og Romsdal	Sula	Solevåg skule	24
4	I	15	1531	975289745	Hele landet	Møre og Romsdal	Sula	Sula ungdomsskule	47
3	I	15	1563	1563	Hele landet	Møre og Romsdal	Sunndal	Alle skoler	110
4	I	15	1563	975288870	Hele landet	Møre og Romsdal	Sunndal	Gjøra oppvekstsenter Avd skule	6
4	I	15	1563	975283704	Hele landet	Møre og Romsdal	Sunndal	Løykja skole	9
4	I	15	1563	975283739	Hele landet	Møre og Romsdal	Sunndal	Sande skole	28
4	I	15	1563	974016370	Hele landet	Møre og Romsdal	Sunndal	Sunndal ungdomsskole	36
4	I	15	1563	975283747	Hele landet	Møre og Romsdal	Sunndal	Tredal skole	17
4	I	15	1563	975283682	Hele landet	Møre og Romsdal	Sunndal	Ålvundfjord skule	14
3	I	15	1566	1566	Hele landet	Møre og Romsdal	Surnadal	Alle skoler	87
4	I	15	1566	975283879	Hele landet	Møre og Romsdal	Surnadal	Bøfjorden og Bæverfjord oppvekstsenter Avd Bæverfjord skule	5
4	I	15	1566	975283860	Hele landet	Møre og Romsdal	Surnadal	Mo oppvekstsenter Avd skule	5
4	I	15	1566	975283887	Hele landet	Møre og Romsdal	Surnadal	Surnadal barne- og ungdomsskule	62
4	I	15	1566	975283852	Hele landet	Møre og Romsdal	Surnadal	Todalen og Stangvik oppvekstsenter	15
3	I	15	1528	1528	Hele landet	Møre og Romsdal	Sykkylven	Alle skoler	111
4	I	15	1528	930490083	Hele landet	Møre og Romsdal	Sykkylven	Aure barneskule	46
4	I	15	1528	995353113	Hele landet	Møre og Romsdal	Sykkylven	Hundeidvik privatskule AS	8
4	I	15	1528	974618605	Hele landet	Møre og Romsdal	Sykkylven	Sykkylven ungdomsskule	34
4	I	15	1528	996902749	Hele landet	Møre og Romsdal	Sykkylven	Sørestranda skule	12
4	I	15	1528	995367351	Hele landet	Møre og Romsdal	Sykkylven	Velledalen montessoriskule AS	11
3	I	15	1560	1560	Hele landet	Møre og Romsdal	Tingvoll	Alle skoler	46
4	I	15	1560	975283674	Hele landet	Møre og Romsdal	Tingvoll	Meisingset oppvekstsenter Avd skole	5
4	I	15	1560	975290166	Hele landet	Møre og Romsdal	Tingvoll	Straumsnes barne- og ungdomsskole	17
4	I	15	1560	975283658	Hele landet	Møre og Romsdal	Tingvoll	Tingvoll barne- og ungdomsskole	24
3	I	15	1516	1516	Hele landet	Møre og Romsdal	Ulstein	Alle skoler	138
